date, totvol
2012060315, 1357816
2012060316, 1344058
2012060317, 1440738
2012060318, 1371853
2012060319, 1362990
2012060320, 1332063
2012060321, 1342198
2012060322, 1295489
2012060323, 1227270
2012060400, 1364863
2012060401, 1398799
2012060402, 1331325
2012060403, 1207282
2012060404, 1322914
2012060405, 1206310
2012060406, 1054090
2012060407, 947017
2012060408, 886323
2012060409, 939486
2012060410, 1095141
2012060411, 1298366
2012060412, 1428408
2012060413, 1609337
2012060414, 1602266
2012060415, 1319862
2012060416, 1455766
2012060417, 1414653
2012060418, 1362527
2012060419, 1403832
2012060420, 1377437
2012060421, 1386556
2012060422, 1390215
2012060423, 1283479
2012060500, 1321996
2012060501, 1402851
2012060502, 1212212
2012060503, 1314238
2012060504, 1361665
2012060505, 1187214
2012060506, 1000158
2012060507, 885710
2012060508, 880432
2012060509, 945498
2012060510, 1085251
2012060511, 1251362
2012060512, 1451434
2012060513, 1506316
2012060514, 1350468
2012060515, 1138206
2012060516, 1309986
2012060517, 1365470
2012060518, 1281055
2012060519, 1288834
2012060520, 1298608
2012060521, 1247279
2012060522, 1268349
2012060523, 1309258
2012060600, 1246512
2012060601, 1245650
2012060602, 1219766
2012060603, 1233830
2012060604, 1338723
2012060605, 1214806
2012060606, 1026557
2012060607, 927659
2012060608, 905334
2012060609, 972941
2012060610, 1153683
2012060611, 1402511
2012060612, 1535544
2012060613, 1588940
2012060614, 1460646
2012060615, 1329463
2012060616, 1390150
2012060617, 1349461
2012060618, 1284800
2012060619, 1292492
2012060620, 1310896
2012060621, 1328313
2012060622, 1326065
2012060623, 1325471
2012060700, 1306196
2012060701, 1289431
2012060702, 1338729
2012060703, 1316901
2012060704, 1383772
2012060705, 1241029
2012060706, 1067911
2012060707, 951076
2012060708, 910024
2012060709, 946967
2012060710, 1090871
2012060711, 1259275
2012060712, 1446711
2012060713, 1415052
2012060714, 1365899
2012060715, 1482226
2012060716, 1420501
2012060717, 1379135
2012060718, 1315109
2012060719, 1323742
2012060720, 1391390
2012060721, 1318990
2012060722, 1426086
2012060723, 1369016
2012060800, 1344291
2012060801, 1358773
2012060802, 1388210
2012060803, 1415715
2012060804, 1425049
2012060805, 1275221
2012060806, 1096660
2012060807, 980829
2012060808, 938765
2012060809, 996875
2012060810, 1141415
2012060811, 1333602
2012060812, 1491593
2012060813, 1653032
2012060814, 1501699
2012060815, 1446184
2012060816, 1443413
2012060817, 1490602
2012060818, 1469750
2012060819, 1496015
2012060820, 1522004
2012060821, 1509135
2012060822, 1203628
2012060823, 1401980
2012060900, 1435055
2012060901, 1484469
2012060902, 1366468
2012060903, 1407423
2012060904, 1416695
2012060905, 1254597
2012060906, 1081344
2012060907, 1003065
2012060908, 958195
2012060909, 973992
2012060910, 1030958
2012060911, 1165337
2012060912, 1349238
2012060913, 1473153
2012060914, 1488838
2012060915, 1425841
2012060916, 1543906
2012060917, 1523665
2012060918, 1479103
2012060919, 1500102
2012060920, 1532103
2012060921, 1410865
2012060922, 1395689
2012060923, 1414212
2012061000, 1475744
2012061001, 1486640
2012061002, 1425982
2012061003, 1409799
2012061004, 1408939
2012061005, 1348658
2012061006, 1176302
2012061007, 1046758
2012061008, 1007021
2012061009, 1017085
2012061010, 1082615
2012061011, 1188222
2012061012, 1351442
2012061013, 1455996
2012061014, 1512240
2012061015, 1540064
2012061016, 1577014
2012061017, 1516879
2012061018, 1559603
2012061019, 1503749
2012061020, 1515664
2012061021, 1556156
2012061022, 1570380
2012061023, 1525420
2012061100, 1461726
2012061101, 1498396
2012061102, 1448315
2012061103, 1403341
2012061104, 1392930
2012061105, 1266519
2012061106, 1075583
2012061107, 961275
2012061108, 910809
2012061109, 955162
2012061110, 1074164
2012061111, 1243178
2012061112, 1437712
2012061113, 1495008
2012061114, 1395803
2012061115, 1440883
2012061116, 1405107
2012061117, 1429693
2012061118, 1418456
2012061119, 1376148
2012061120, 1401262
2012061121, 1390383
2012061122, 1405466
2012061123, 1373680
2012061200, 1447229
2012061201, 1408238
2012061202, 1412658
2012061203, 1413132
2012061204, 1378654
2012061205, 1304255
2012061206, 1116899
2012061207, 968026
2012061208, 902776
2012061209, 962290
2012061210, 1087798
2012061211, 1124677
2012061212, 1303399
2012061213, 1516871
2012061214, 1378516
2012061215, 1430206
2012061216, 1480106
2012061217, 1525060
2012061218, 1454608
2012061219, 1473495
2012061220, 1442931
2012061221, 1471075
2012061222, 1460263
2012061223, 1496522
2012061300, 1367856
2012061301, 1460808
2012061302, 1451164
2012061303, 1443786
2012061304, 1463542
2012061305, 1265428
2012061306, 1090274
2012061307, 967280
2012061308, 908824
2012061309, 936180
2012061310, 1059714
2012061311, 1222794
2012061312, 1421548
2012061313, 1524402
2012061314, 1451982
2012061315, 1402393
2012061316, 1441712
2012061317, 1443299
2012061318, 1356081
2012061319, 1483474
2012061320, 1454404
2012061321, 1314318
2012061322, 1433749
2012061323, 1415912
2012061400, 1477874
2012061401, 1362223
2012061402, 1408854
2012061403, 1363579
2012061404, 1379452
2012061405, 1282939
2012061406, 1098037
2012061407, 983400
2012061408, 919969
2012061409, 947390
2012061410, 1054863
2012061411, 1199948
2012061412, 1423330
2012061413, 1573494
2012061414, 1273587
2012061415, 1406717
2012061416, 1443033
2012061417, 1431326
2012061418, 1381083
2012061419, 1461281
2012061420, 1346020
2012061421, 1327766
2012061422, 1281043
2012061423, 1379167
2012061500, 1400169
2012061501, 1446313
2012061502, 1344978
2012061503, 1381504
2012061504, 1346940
2012061505, 1259747
2012061506, 909876
2012061507, 994774
2012061508, 928595
2012061509, 960197
2012061510, 1051592
2012061511, 1215668
2012061512, 1405551
2012061513, 1525503
2012061514, 1328362
2012061515, 1344553
2012061516, 1312145
2012061517, 1393980
2012061518, 1402313
2012061519, 1337424
2012061520, 1326930
2012061521, 1304468
2012061522, 1376519
2012061523, 1337373
2012061600, 1338842
2012061601, 1422166
2012061602, 1366668
2012061603, 1330951
2012061604, 1424884
2012061605, 1329352
2012061606, 1158185
2012061607, 1056184
2012061608, 1003444
2012061609, 1010477
2012061610, 1056847
2012061611, 1208265
2012061612, 1400549
2012061613, 1485507
2012061614, 1439462
2012061615, 1426960
2012061616, 1459158
2012061617, 1430095
2012061618, 1477646
2012061619, 1370373
2012061620, 1392149
2012061621, 1360848
2012061622, 1360027
2012061623, 1344062
2012061700, 1347383
2012061701, 1436598
2012061702, 1312704
2012061703, 1333867
2012061704, 1308596
2012061705, 1257146
2012061706, 1155424
2012061707, 1065020
2012061708, 1005712
2012061709, 1021672
2012061710, 1070804
2012061711, 1173040
2012061712, 1338862
2012061713, 1464571
2012061714, 1442076
2012061715, 1366011
2012061716, 1414103
2012061717, 1414978
2012061718, 1515237
2012061719, 1495691
2012061720, 1425870
2012061721, 1473972
2012061722, 1327882
2012061723, 1355709
2012061800, 1453750
2012061801, 1332316
2012061802, 1325638
2012061803, 1335494
2012061804, 1344259
2012061805, 1309153
2012061806, 1135258
2012061807, 1001106
2012061808, 974882
2012061809, 1002918
2012061810, 1072557
2012061811, 1212603
2012061812, 1263751
2012061813, 1519518
2012061814, 1332574
2012061815, 1431902
2012061816, 1443212
2012061817, 1439278
2012061818, 1386690
2012061819, 1395156
2012061820, 1415433
2012061821, 1440661
2012061822, 1399059
2012061823, 1460136
2012061900, 1440389
2012061901, 1430567
2012061902, 1424259
2012061903, 1385445
2012061904, 1493666
2012061905, 1365391
2012061906, 1207660
2012061907, 1133781
2012061908, 1007629
2012061909, 1013551
2012061910, 1105010
2012061911, 1279241
2012061912, 1416226
2012061913, 1260667
2012061914, 1455558
2012061915, 1479295
2012061916, 1524558
2012061917, 1433410
2012061918, 1583267
2012061919, 1603343
2012061920, 1581401
2012061921, 1486743
2012061922, 1505356
2012061923, 1551075
2012062000, 1545919
2012062001, 1451656
2012062002, 1456284
2012062003, 1503894
2012062004, 1463737
2012062005, 1410729
2012062006, 1192353
2012062007, 1027931
2012062008, 957793
2012062009, 983101
2012062010, 1089425
2012062011, 1241756
2012062012, 1438144
2012062013, 1653101
2012062014, 1544169
2012062015, 1452146
2012062016, 1528895
2012062017, 1438750
2012062018, 1440118
2012062019, 1530702
2012062020, 1446203
2012062021, 1429979
2012062022, 1569015
2012062023, 1398395
2012062100, 1423501
2012062101, 1527271
2012062102, 1436366
2012062103, 1487318
2012062104, 1503686
2012062105, 1366868
2012062106, 1184919
2012062107, 1044677
2012062108, 976983
2012062109, 1004882
2012062110, 1081118
2012062111, 1228356
2012062112, 1463225
2012062113, 1641158
2012062114, 1370554
2012062115, 1329439
2012062116, 91255
2012062117, 867246
2012062118, 973530
2012062119, 1509676
2012062120, 1448149
2012062121, 1415433
2012062122, 1419048
2012062123, 1396873
2012062200, 1407100
2012062201, 1419144
2012062202, 1391662
2012062203, 1380854
2012062204, 1439406
2012062205, 1349937
2012062206, 1190020
2012062207, 1071175
2012062208, 997299
2012062209, 1023236
2012062210, 1099587
2012062211, 1274135
2012062212, 1276410
2012062213, 1565099
2012062214, 1385585
2012062215, 1462316
2012062216, 1450232
2012062217, 1492199
2012062218, 1536833
2012062219, 1553674
2012062220, 1566032
2012062221, 1437282
2012062222, 1425810
2012062223, 1506955
2012062300, 1558098
2012062301, 1514122
2012062302, 1461310
2012062303, 1595649
2012062304, 1487010
2012062305, 1373134
2012062306, 1180725
2012062307, 1069345
2012062308, 1000937
2012062309, 991041
2012062310, 1019293
2012062311, 1123480
2012062312, 1314916
2012062313, 1532340
2012062314, 1730454
2012062315, 1567836
2012062316, 1565825
2012062317, 1618144
2012062318, 1446871
2012062319, 1480714
2012062320, 1479784
2012062321, 1403713
2012062322, 1382326
2012062323, 1378246
2012062400, 1369240
2012062401, 1472779
2012062402, 1563627
2012062403, 1522549
2012062404, 1468817
2012062405, 1389027
2012062406, 1204347
2012062407, 1081334
2012062408, 1021297
2012062409, 1004795
2012062410, 1048869
2012062411, 1159383
2012062412, 1329831
2012062413, 1585796
2012062414, 1565909
2012062415, 1538956
2012062416, 1550615
2012062417, 1602438
2012062418, 1619026
2012062419, 1603392
2012062420, 1578246
2012062421, 1515247
2012062422, 1527940
2012062423, 1444230
2012062500, 1521892
2012062501, 1539249
2012062502, 1471773
2012062503, 1451433
2012062504, 1472462
2012062505, 1364248
2012062506, 1155013
2012062507, 1027546
2012062508, 962855
2012062509, 978723
2012062510, 1059082
2012062511, 1210314
2012062512, 1309600
2012062513, 1614137
2012062514, 1722432
2012062515, 1818666
2012062516, 1727116
2012062517, 1613489
2012062518, 1535124
2012062519, 1549281
2012062520, 1584386
2012062521, 1656334
2012062522, 1696546
2012062523, 1638770
2012062600, 1716322
2012062601, 1745934
2012062602, 1733240
2012062603, 1578609
2012062604, 1633132
2012062605, 1261927
2012062606, 1194852
2012062607, 1056999
2012062608, 984071
2012062609, 1006655
2012062610, 1078344
2012062611, 1220588
2012062612, 1442155
2012062613, 1668368
2012062614, 1501350
2012062615, 1509571
2012062616, 1435432
2012062617, 1572970
2012062618, 1501640
2012062619, 1536586
2012062620, 1584344
2012062621, 1640215
